Date,Policy #,Queue
"Wednesday, January 11, 2017",AT10287310,Docattach
"Wednesday, January 11, 2017",AT10305500,Docattach
"Wednesday, January 11, 2017",AT10305300,Docattach
"Wednesday, January 11, 2017",AT10309160,Docattach
"Wednesday, January 11, 2017",AT10260990,Docattach
"Wednesday, January 11, 2017",AT10311440,Docattach
"Wednesday, January 11, 2017",AT10281050,Docattach
"Wednesday, January 11, 2017",AT10286660,Docattach
"Wednesday, January 11, 2017",AT10295530,Docattach
"Thursday, January 12, 2017",AT10295530,Docattach
"Thursday, January 12, 2017",AT10310510,Docattach
"Thursday, January 12, 2017",AT10311750,Docattach
"Thursday, January 12, 2017",AT10287370,Docattach
"Thursday, January 12, 2017",AT10277340,Docattach
"Thursday, January 12, 2017",AT10290620,Docattach
"Thursday, January 12, 2017",AU10002160,Docattach
"Thursday, January 12, 2017",AT10289770,Docattach
"Thursday, January 12, 2017",AT10288650,Docattach
"Thursday, January 12, 2017",AT10311910,Docattach
"Thursday, January 12, 2017",AT10300410,Docattach
"Thursday, January 12, 2017",AT10306730,Docattach
"Friday, January 13, 2017",AT10298030,Docattach
"Wednesday, January 18, 2017",AT10276560,Docattach
"Wednesday, January 18, 2017",AT10307490,Docattach
"Wednesday, January 18, 2017",AT10283810,Docattach
"Wednesday, January 18, 2017",AT10299290,Docattach
"Wednesday, January 18, 2017",AT10300340,Docattach
"Wednesday, January 18, 2017",AT10282110,Docattach
"Wednesday, January 18, 2017",AT10306230,Docattach
"Wednesday, January 18, 2017",AT10293790,Docattach
"Wednesday, January 18, 2017",AT10295700,Docattach
"Thursday, January 19, 2017",AT10314200,Docattach
"Thursday, January 19, 2017",AT10309180,Docattach
"Thursday, January 19, 2017",AT10303080,Docattach
"Friday, January 20, 2017",AT10293370,Docattach
"Friday, January 20, 2017",AT10289370,Docattach
"Friday, January 20, 2017",AT10300170,Docattach
"Friday, January 20, 2017",AT10285380,Docattach
"Friday, January 20, 2017",AT10297620,Docattach
"Friday, January 20, 2017",AT10293650,Docattach
"Friday, January 20, 2017",AT10312340,Docattach
"Monday, January 23, 2017",AT10300340,Docattach
"Monday, January 23, 2017",AT10295390,Docattach
"Monday, January 23, 2017",AT70004380,Docattach
"Monday, January 23, 2017",AT10292080,Docattach
"Monday, January 23, 2017",AT10302630,Docattach
"Monday, January 23, 2017",AT10302860,Docattach
"Monday, January 23, 2017",AT10291010,Docattach
"Monday, January 23, 2017",AT10304840,Docattach
"Monday, January 23, 2017",AT10304850,Docattach
"Monday, January 23, 2017",AT10302410,Docattach
"Monday, January 23, 2017",AT10305760,Docattach
"Monday, January 23, 2017",AT10297210,Docattach
"Tuesday, January 24, 2017",AT10315290,Docattach
"Tuesday, January 24, 2017",AT10296150,Docattach
"Tuesday, January 24, 2017",AT10303670,Docattach
"Tuesday, January 24, 2017",AT10315470,Docattach
"Tuesday, January 24, 2017",AT10304080,Docattach
"Tuesday, January 24, 2017",AT10305270,Docattach
"Tuesday, January 24, 2017",AT10259260,Docattach
"Wednesday, January 25, 2017",AT10300340,Docattach
"Wednesday, January 25, 2017",AT10291910,Docattach
"Wednesday, January 25, 2017",AT10307770,Docattach
"Thursday, January 26, 2017",AT10293380,Docattach
"Thursday, January 26, 2017",AT10285000,Docattach
"Thursday, January 26, 2017",AT10293130,Docattach
"Thursday, January 26, 2017",AT10281100,Docattach
"Thursday, January 26, 2017",AT10316490,Docattach
"Thursday, January 26, 2017",AT10297750,Docattach
"Thursday, January 26, 2017",AT10297740,Docattach
"Tuesday, January 31, 2017",AT10306070,Docattach
"Wednesday, February 1, 2017",AT10317990,Docattach
"Wednesday, February 1, 2017",AT10300640,Docattach
"Wednesday, February 1, 2017",AU10002490,Docattach
"Wednesday, February 1, 2017",AT10317960,Docattach
"Wednesday, February 1, 2017",AU10002390,Docattach
"Wednesday, February 1, 2017",AT10300230,Docattach
"Wednesday, February 1, 2017",AT10291070,Docattach
"Wednesday, February 1, 2017",AT10290190,Docattach
"Wednesday, February 1, 2017",AT10297870,Docattach
"Wednesday, February 1, 2017",AT10293710,Docattach
"Wednesday, February 1, 2017",AT10300230,Docattach
"Thursday, February 2, 2017",AU10002490,Docattach
"Thursday, February 2, 2017",AT10299540,Docattach
"Thursday, February 2, 2017",AT10296780,Docattach
"Thursday, February 2, 2017",AT10302400,Docattach
"Thursday, February 2, 2017",AT10296780,Docattach
"Friday, February 3, 2017",AT10303370,Docattach
"Friday, February 3, 2017",AT10310090,Docattach
"Friday, February 3, 2017",AT10306630,Docattach
"Friday, February 3, 2017",AT10309060,Docattach
"Friday, February 3, 2017",AT10309080,Docattach
"Friday, February 3, 2017",AT10290110,Docattach
"Friday, February 3, 2017",AT10298910,Docattach
"Monday, February 6, 2017",AT10291160,Docattach
"Monday, February 6, 2017",AT10288590,Docattach
"Monday, February 6, 2017",AT10317950,Docattach
"Monday, February 6, 2017",AT10290590,Docattach
"Monday, February 6, 2017",AT10290590,Docattach
"Monday, February 6, 2017",AT10319470,Docattach
"Monday, February 6, 2017",AT10302990,Docattach
"Monday, February 6, 2017",AT10319490,Docattach
"Tuesday, February 7, 2017",AT10317950,Docattach
"Tuesday, February 7, 2017",AT10320120,Docattach
"Tuesday, February 7, 2017",AT10299280,Docattach
"Tuesday, February 7, 2017",AT10301320,Docattach
"Tuesday, February 7, 2017",AT10312880,Docattach
"Tuesday, February 7, 2017",AT10311760,Docattach
"Tuesday, February 7, 2017",AT10280580,Docattach
"Tuesday, February 7, 2017",AT10221100,Docattach
"Tuesday, February 7, 2017",AT10316200,Docattach
"Tuesday, February 7, 2017",AT10146780,Docattach
"Tuesday, February 7, 2017",AT10303500,Docattach
"Tuesday, February 7, 2017",AT10271340,Docattach
"Tuesday, February 7, 2017",AT10293350,Docattach
"Thursday, February 9, 2017",AT10321040,Docattach
"Thursday, February 9, 2017",AT10310360,Docattach
"Thursday, February 9, 2017",AT10301290,Docattach
"Thursday, February 9, 2017",AT10309550,Docattach
"Thursday, February 9, 2017",AT10279490,Docattach
"Thursday, February 9, 2017",AT10265270,Docattach
"Thursday, February 9, 2017",AT10288790,Docattach
"Thursday, February 9, 2017",AT10298990,Docattach
"Thursday, February 9, 2017",AT10290600,Docattach
"Friday, February 10, 2017",AT10307760,Docattach
"Friday, February 10, 2017",AT10290800,Docattach
"Friday, February 10, 2017",AT10302970,Docattach
"Friday, February 10, 2017",AT10300260,Docattach
"Friday, February 10, 2017",AT10306550,Docattach
"Friday, February 10, 2017",AT10311430,Docattach
"Tuesday, February 14, 2017",AT10321250,Docattach
"Tuesday, February 14, 2017",AT10302160,Docattach
"Tuesday, February 14, 2017",AT10321260,Docattach
"Tuesday, February 14, 2017",AT10274690,Docattach
"Tuesday, February 14, 2017",AT10302990,Docattach
"Tuesday, February 14, 2017",AT10305660,Docattach
"Tuesday, February 14, 2017",AT10310050,Docattach
"Tuesday, February 14, 2017",AT10305020,Docattach
"Tuesday, February 14, 2017",AT10301330,Docattach
"Tuesday, February 14, 2017",AT10314750,Docattach
"Tuesday, February 14, 2017",AT10314750,Docattach
"Tuesday, February 14, 2017",AT10309410,Docattach
"Tuesday, February 14, 2017",AT10310150,Docattach
"Tuesday, February 14, 2017",AT10312640,Docattach
"Tuesday, February 14, 2017",AT10312050,Docattach
"Wednesday, February 15, 2017",AT10290120,Docattach
"Wednesday, February 15, 2017",AT10320070,Docattach
"Wednesday, February 15, 2017",AT10302170,Docattach
"Wednesday, February 15, 2017",AT10313360,Docattach
"Wednesday, February 15, 2017",AT10305250,Docattach
"Wednesday, February 15, 2017",AT10311550,Docattach
"Wednesday, February 15, 2017",AT10294670,Docattach
"Wednesday, February 15, 2017",AT10322700,Docattach
"Wednesday, February 15, 2017",AT10301510,Docattach
"Wednesday, February 15, 2017",AT70004910,Docattach
"Wednesday, February 15, 2017",AT10297970,Docattach
"Wednesday, February 15, 2017",AT10287310,Docattach
"Thursday, February 16, 2017",AT70004910,Docattach
"Thursday, February 16, 2017",AT10297970,Docattach
"Thursday, February 16, 2017",AT10290150,Docattach
"Wednesday, February 22, 2017",AT10286860,Docattach
"Wednesday, February 22, 2017",AT10310180,Docattach
"Wednesday, February 22, 2017",AT10304810,Docattach
"Wednesday, February 22, 2017",AT10310200,Docattach
"Wednesday, February 22, 2017",AT10315790,Docattach
"Wednesday, February 22, 2017",AT10310080,Docattach
"Friday, March 3, 2017",AT10307800,Docattach
"Friday, March 3, 2017",AT10308600,Docattach
"Friday, March 3, 2017",AT10312520,Docattach
"Friday, March 3, 2017",AT10315660 ,Docattach
"Tuesday, March 7, 2017",AT10287310,Docattach
"Tuesday, March 7, 2017",AT10328300,Docattach
"Tuesday, March 7, 2017",AT10315820,Docattach
"Tuesday, March 7, 2017",AT10310770,Docattach
"Tuesday, March 7, 2017",AT10283010,Docattach
"Tuesday, March 7, 2017",AT10322170,Docattach
"Wednesday, March 8, 2017",AT10326030,Docattach
"Wednesday, March 8, 2017",AT10328300,Docattach
"Wednesday, March 8, 2017",AT10305020,Docattach
"Wednesday, March 8, 2017",AT10310890,Docattach
"Wednesday, March 8, 2017",AT10313720,Docattach
"Thursday, March 9, 2017",AT10305850,Docattach
"Thursday, March 9, 2017",AT10302090,Docattach
"Thursday, March 9, 2017",AT10304390,Docattach
"Thursday, March 9, 2017",AT10300760,Docattach
"Thursday, March 9, 2017",AT10319180,Docattach
"Thursday, March 9, 2017",AT10321650,Docattach
"Friday, March 10, 2017",AT10304880,Docattach
"Friday, March 10, 2017",AT10293750,Docattach
"Friday, March 10, 2017",AT10327470,Docattach
"Friday, March 10, 2017",AT10317950,Docattach
"Friday, March 10, 2017",AT10300670,Docattach
"Friday, March 10, 2017",AT10322530,Docattach
"Tuesday, March 14, 2017",AT10305850,Docattach
"Tuesday, March 14, 2017",AT10330400,Docattach
"Tuesday, March 14, 2017",AT10298300,Docattach
"Tuesday, March 14, 2017",AT10298910,Docattach
"Tuesday, March 14, 2017",AT10321720,Docattach
"Tuesday, March 14, 2017",AT10310030,Docattach
"Tuesday, March 14, 2017",AT10316470,Docattach
"Tuesday, March 14, 2017",AT10319100,Docattach
"Monday, March 20, 2017",AT10310030,Docattach
"Monday, March 20, 2017",AT10321610,Docattach
"Monday, March 20, 2017",AT10310630,Docattach
"Monday, March 20, 2017",AT10312400,Docattach
"Monday, March 20, 2017",AT10293750,Docattach
"Monday, March 20, 2017",AT10305650,Docattach
"Tuesday, March 21, 2017",AT10314070,Docattach
"Tuesday, March 21, 2017",AT10322720,Docattach
"Tuesday, March 21, 2017",AT10316340,Docattach
"Tuesday, March 21, 2017",AU10002400,Docattach
"Tuesday, March 21, 2017",AT10319450,Docattach
"Tuesday, March 21, 2017",AT10314660,Docattach
"Tuesday, March 21, 2017",AT10321190,Docattach
"Monday, April 3, 2017",AT10335780,Docattach
"Monday, April 3, 2017",AT10307910,Docattach
"Monday, April 3, 2017",AT10336150,Docattach
"Monday, April 3, 2017",AT10317020,Docattach
"Monday, April 3, 2017",AT10307590,Docattach
"Wednesday, April 5, 2017",AT10306150,Docattach
"Wednesday, April 5, 2017",AT10320680,Docattach
"Wednesday, April 5, 2017",AT10302910,Docattach
"Wednesday, April 5, 2017",AT10318530,Docattach
"Wednesday, April 5, 2017",AT10315730,Docattach
"Wednesday, April 5, 2017",AT10303330,Docattach
"Wednesday, April 5, 2017",AT10332560,Docattach
"Thursday, April 6, 2017",AT10318850,Docattach
"Thursday, April 6, 2017",AT10320320,Docattach
"Thursday, April 6, 2017",AT10321580,Docattach
"Thursday, April 6, 2017",AT10328710,Docattach
"Thursday, April 6, 2017",AT10328430,Docattach
"Thursday, April 6, 2017",AT10322000,Docattach
"Thursday, April 6, 2017",AT10331630,Docattach
"Thursday, April 6, 2017",AT10320730,Docattach
"Thursday, April 6, 2017",AT10337040,Docattach
"Monday, April 10, 2017",AT10338490,Docattach
"Monday, April 10, 2017",AT10328580,Docattach
"Monday, April 10, 2017",AT10330100,Docattach
"Monday, April 10, 2017",AT10320050,Docattach
"Tuesday, April 11, 2017",AT10315500,Docattach
"Tuesday, April 11, 2017",AT10326570,Docattach
"Tuesday, April 11, 2017",AT10322900,Docattach
"Tuesday, April 11, 2017",AT10322890,Docattach
"Tuesday, April 11, 2017",AT10307180,Docattach
"Tuesday, April 11, 2017",AT10323620,Docattach
"Tuesday, April 11, 2017",AT10322710,Docattach
"Tuesday, April 11, 2017",AT10336330,Docattach
"Tuesday, April 11, 2017",AT10328030,Docattach
"Monday, April 17, 2017",AT10330610,Docattach
"Monday, April 17, 2017",AT10329150,Docattach
"Monday, April 17, 2017",AT10317480,Docattach
"Monday, April 17, 2017",AT10312040,Docattach
"Tuesday, April 18, 2017",AT10317460,Docattach
"Tuesday, April 18, 2017",AT10312040,Docattach
"Tuesday, April 18, 2017",AT10340820,Docattach
"Tuesday, April 18, 2017",AT10340860,Docattach
"Tuesday, April 18, 2017",AT10335180,Docattach
"Tuesday, April 18, 2017",AT10322340,Docattach
"Tuesday, April 18, 2017",AT10327400,Docattach
"Wednesday, April 19, 2017",AU10002580,Docattach
"Wednesday, April 19, 2017",AT70005880,Docattach
"Wednesday, April 19, 2017",AT10315620,Docattach
"Wednesday, April 19, 2017",AT10311330,Docattach
"Wednesday, April 19, 2017",AT10318540,Docattach
"Wednesday, April 19, 2017",AT10328050,Docattach
"Wednesday, April 19, 2017",AT10330990,Docattach
"Tuesday, April 25, 2017",AT10311440,Docattach
"Tuesday, April 25, 2017",AT10311610,Docattach
"Tuesday, April 25, 2017",AT10330760,Docattach
"Thursday, April 27, 2017",AT10315560,Docattach
"Thursday, April 27, 2017",AT10330530,Docattach
"Thursday, April 27, 2017",AT10306860,Docattach
"Thursday, April 27, 2017",AT10324580,Docattach
"Thursday, April 27, 2017",AT10306540,Docattach
"Friday, April 28, 2017",AT10315560,Docattach
"Monday, May 1, 2017",AT10306540,Docattach
"Tuesday, May 2, 2017",AT10323540,Docattach
"Tuesday, May 2, 2017",AT10296110,Docattach
"Tuesday, May 2, 2017",AT10303220,Docattach
"Tuesday, May 2, 2017",AT10323780,Docattach
"Tuesday, May 2, 2017",AT10323000,Docattach
"Tuesday, May 2, 2017",AT10327010,Docattach
"Tuesday, May 2, 2017",AT10317520,Docattach
"Wednesday, May 3, 2017",AT10317970,Docattach
"Wednesday, May 3, 2017",AT10319310,Docattach
"Wednesday, May 3, 2017",AT10324410,Docattach
"Wednesday, May 3, 2017",AT10320090,Docattach
"Thursday, May 4, 2017",AT70005930,Docattach
"Thursday, May 4, 2017",AT10345940,Docattach
"Thursday, May 4, 2017",AT10345580,Docattach
"Thursday, May 4, 2017",AT10327380,Docattach
"Thursday, May 4, 2017",AT10309420,Docattach
"Thursday, May 4, 2017",AT10332940,Docattach
"Friday, May 5, 2017",AT10329170,Docattach
"Friday, May 5, 2017",AT10331740,Docattach
"Friday, May 5, 2017",AT10329080,Docattach
"Friday, May 5, 2017",AT10324040,Docattach
"Friday, May 5, 2017",AT10305670,Docattach
"Friday, May 5, 2017",AT10328940,Docattach
"Tuesday, May 9, 2017",AT10306090,Docattach
"Tuesday, May 9, 2017",AT10320740,Docattach
"Tuesday, May 9, 2017",AT10314450,Docattach
"Tuesday, May 9, 2017",AT10327460,Docattach
"Tuesday, May 9, 2017",AT10330690,Docattach
"Tuesday, May 9, 2017",AT10327470,Docattach
"Tuesday, May 9, 2017",AT10331250,Docattach
"Tuesday, May 9, 2017",AT10319750,Docattach
"Wednesday, May 10, 2017",AT10335390,Docattach
"Wednesday, May 10, 2017",AT10345780,Docattach
"Wednesday, May 10, 2017",AT10338430,Docattach
"Wednesday, May 10, 2017",AT10338070,Docattach
"Wednesday, May 10, 2017",AT10340010,Docattach
"Wednesday, May 10, 2017",AT10331540,Docattach
"Wednesday, May 10, 2017",AT10337070,Docattach
"Wednesday, May 10, 2017",AT10337070,Docattach
"Wednesday, May 10, 2017",AT10298240,Docattach
"Wednesday, May 10, 2017",AT70005140,Docattach
"Wednesday, May 10, 2017",AT10335760,Docattach
"Wednesday, May 10, 2017",AT10333380,Docattach
"Thursday, May 11, 2017",AT10327970,Docattach
"Thursday, May 11, 2017",AT10318740,Docattach
"Thursday, May 11, 2017",AT10318730,Docattach
"Thursday, May 11, 2017",AT10336570,Docattach
"Friday, May 12, 2017",AT10330360,Docattach
"Friday, May 12, 2017",AT10316660,Docattach
"Friday, May 12, 2017",AT10323480,Docattach
"Friday, May 12, 2017",AT70006210,Docattach
"Friday, May 12, 2017",AT10302050,Docattach
"Monday, May 15, 2017",AT10331190,Docattach
"Monday, May 15, 2017",AT10302680,Docattach
"Monday, May 15, 2017",AT10311100,Docattach
"Monday, May 15, 2017",AT10302680,Docattach
"Monday, May 15, 2017",AT10329470,Docattach
"Monday, May 15, 2017",AT10332630,Docattach
"Monday, May 15, 2017",AT10329470,Docattach
"Wednesday, May 17, 2017",AT10332630,Docattach
"Thursday, May 18, 2017",AT10347680,Docattach
"Thursday, May 18, 2017",AT70006210,Docattach
"Thursday, May 18, 2017",AT10334710,Docattach
"Thursday, May 18, 2017",AT10326890,Docattach
"Thursday, May 18, 2017",AT10335230,Docattach
"Thursday, May 18, 2017",AT10323440,Docattach
"Thursday, May 18, 2017",AT10336690,Docattach
"Thursday, May 18, 2017",AT10338820,Docattach
"Tuesday, May 23, 2017",AT10317680,Docattach
"Tuesday, May 23, 2017",AT10333390,Docattach
"Tuesday, May 23, 2017",AT10350460,Docattach
"Tuesday, May 23, 2017",AT10347480,Docattach
"Tuesday, May 23, 2017",AT10350870,Docattach
"Tuesday, May 23, 2017",AT10350880,Docattach
"Tuesday, May 23, 2017",AT10318690,Docattach
"Tuesday, May 23, 2017",AT10335860,Docattach
"Tuesday, May 23, 2017",AT10347180,Docattach
"Wednesday, May 24, 2017",AT10350880,Docattach
"Wednesday, May 24, 2017",AT10328810,Docattach
"Wednesday, May 24, 2017",AT10333940,Docattach
"Wednesday, May 24, 2017",AT10338390,Docattach
"Wednesday, May 24, 2017",AT10346290,Docattach
"Wednesday, May 24, 2017",AT10339430,Docattach
"Wednesday, May 24, 2017",AT10342090,Docattach
"Wednesday, May 24, 2017",AT10306870,Docattach
"Wednesday, May 24, 2017",AT10340880,Docattach
"Wednesday, May 24, 2017",AT10337620,Docattach
"Wednesday, May 24, 2017",AT10339450,Docattach
"Thursday, May 25, 2017",AT10328810,Docattach
"Thursday, May 25, 2017",AT10317370,Docattach
"Thursday, May 25, 2017",AT10324500,Docattach
"Thursday, May 25, 2017",AT10320890,Docattach
"Thursday, May 25, 2017",AT10342900,Docattach
"Thursday, May 25, 2017",AT10350790,Docattach
"Thursday, May 25, 2017",AT10324510,Docattach
"Thursday, May 25, 2017",AT10325690,Docattach
"Thursday, May 25, 2017",AT10310280,Docattach
"Thursday, June 1, 2017",AT10340790,Docattach
"Thursday, June 1, 2017",AT10319880,Docattach
"Thursday, June 1, 2017",AT10341170,Docattach
"Thursday, June 1, 2017",AT10339360,Docattach
"Thursday, June 1, 2017",AT10340100,Docattach
"Thursday, June 1, 2017",AT10327680,Docattach
"Thursday, June 1, 2017",AT10333760,Docattach
"Thursday, June 1, 2017",AT10339160,Docattach
"Thursday, June 1, 2017",AT10330330,Docattach
"Friday, June 2, 2017",AT10338640,Docattach
"Friday, June 2, 2017",AT10340210,Docattach
"Friday, June 2, 2017",AT10353260,Docattach
"Friday, June 2, 2017",AT10339050,Docattach
"Friday, June 2, 2017",AT10351930,Docattach
"Friday, June 2, 2017",AT10328410,Docattach
"Wednesday, June 7, 2017",AT10333390,Docattach
"Wednesday, June 7, 2017",AT10342860,Docattach
"Wednesday, June 7, 2017",AT10335510,Docattach
"Wednesday, June 7, 2017",AT10341160,Docattach
"Thursday, June 8, 2017",AT10332300,Docattach
"Thursday, June 8, 2017",AT10332330,Docattach
"Thursday, June 8, 2017",AT10326160,Docattach
"Thursday, June 8, 2017",AT10333750,Docattach
"Thursday, June 8, 2017",AT10346770,Docattach
"Friday, June 9, 2017",AT10342720,Docattach
"Friday, June 9, 2017",AT10344240,Docattach
"Friday, June 9, 2017",AT10337990,Docattach
"Friday, June 9, 2017",AT10340390,Docattach
"Friday, June 9, 2017",AT10355670,Docattach
"Friday, June 9, 2017",AT10340880,Docattach
"Friday, June 9, 2017",AT10338360,Docattach
"Tuesday, June 13, 2017",AT10354640,Docattach
"Tuesday, June 13, 2017",AT10324100,Docattach
"Tuesday, June 13, 2017",AT10333000,Docattach
"Tuesday, June 13, 2017",AT10324340,Docattach
"Tuesday, June 13, 2017",AT10348950,Docattach
"Tuesday, June 13, 2017",AT10348540,Docattach
"Tuesday, June 13, 2017",AT10340790,Docattach
"Tuesday, June 13, 2017",AT10355870,Docattach
"Tuesday, June 13, 2017",AT10356200,Docattach
"Tuesday, June 13, 2017",AT10345560,Docattach
"Thursday, June 15, 2017",AT10343090,Docattach
"Thursday, June 15, 2017",AT10332420,Docattach
"Thursday, June 15, 2017",AT10342200,Docattach
"Thursday, June 15, 2017",AT10333360,Docattach
"Thursday, June 15, 2017",AT10348060,Docattach
"Thursday, June 15, 2017",AT10338530,Docattach
"Thursday, June 15, 2017",AT10341670,Docattach
"Thursday, June 15, 2017",AT10342250,Docattach
"Thursday, June 15, 2017",AT10350690,Docattach
"Friday, June 16, 2017",AT10328690,Docattach
"Friday, June 16, 2017",AT10334920,Docattach
"Friday, June 16, 2017",AT10318800,Docattach
"Friday, June 16, 2017",AT10337640,Docattach
"Friday, June 16, 2017",AT10316780,Docattach
"Friday, June 16, 2017",AT10337660,Docattach
"Friday, June 16, 2017",AT10334430,Docattach
"Thursday, July 6, 2017",AT10337150,Docattach
"Thursday, July 6, 2017",AT10338530,Docattach
"Thursday, July 6, 2017",AT10355730,Docattach
"Thursday, July 6, 2017",AT10318690,Docattach
"Thursday, July 6, 2017",AT10351230,Docattach
"Thursday, July 6, 2017",AT10323890,Docattach
"Friday, July 7, 2017",AT10337150,Docattach
"Tuesday, July 11, 2017",AT10340620,Docattach
"Tuesday, July 11, 2017",AT10352140,Docattach
"Tuesday, July 11, 2017",AT10348500,Docattach
"Tuesday, July 11, 2017",AT10346050,Docattach
"Tuesday, July 11, 2017",AT10318690,Docattach
"Tuesday, July 11, 2017",AT10333750,Docattach
"Tuesday, July 11, 2017",AT10349960,Docattach
"Tuesday, July 11, 2017",AT10361890,Docattach
"Wednesday, July 12, 2017",AT10344010,Docattach
"Wednesday, July 12, 2017",AT10353540,Docattach
"Wednesday, July 12, 2017",AT10355830,Docattach
"Wednesday, July 12, 2017",AT10356360,Docattach
"Wednesday, July 12, 2017",AT10346540,Docattach
"Wednesday, July 12, 2017",AT10362720,Docattach
"Wednesday, July 12, 2017",AT10137570,Docattach
"Wednesday, July 12, 2017",AT10327920,Docattach
"Wednesday, July 12, 2017",AT10337890,Docattach
"Thursday, July 13, 2017",AT10363180,Docattach
"Thursday, July 13, 2017",AT10362710,Docattach
"Thursday, July 13, 2017",AT10323890,Docattach
"Thursday, July 13, 2017",AT10337890,Docattach
"Thursday, July 13, 2017",AT10363020,Docattach
"Thursday, July 13, 2017",AT10353140,Docattach
"Thursday, July 13, 2017",AT10363110,Docattach
"Thursday, July 13, 2017",AT10355080,Docattach
"Thursday, July 13, 2017",AT10320160,Docattach
"Tuesday, July 18, 2017",AT10363000,Docattach
"Tuesday, July 18, 2017",AT10344060,Docattach
"Tuesday, July 18, 2017",AT10325160,Docattach
"Tuesday, July 18, 2017",AT10344060,Docattach
"Tuesday, July 18, 2017",AT10329830,Docattach
"Tuesday, July 18, 2017",AT10364160,Docattach
"Tuesday, July 18, 2017",AT10320150,Docattach
"Tuesday, July 18, 2017",AT10345420,Docattach
"Tuesday, July 18, 2017",AT10329220,Docattach
"Tuesday, July 18, 2017",AT10364460,Docattach
"Tuesday, July 18, 2017",AT10334950,Docattach
"Tuesday, July 18, 2017",AT10364550,Docattach
"Tuesday, July 18, 2017",AT10360210,Docattach
"Tuesday, July 18, 2017",AT10344300,Docattach
"Wednesday, July 19, 2017",AT10345420,Docattach
"Wednesday, July 19, 2017",AT10362790,Docattach
"Wednesday, July 19, 2017",AT10363540,Docattach
"Wednesday, July 19, 2017",AT10343690,Docattach
"Wednesday, July 19, 2017",AT10364640,Docattach
"Wednesday, July 19, 2017",AT10341920,Docattach
"Wednesday, July 19, 2017",AT10332520,Docattach
"Wednesday, July 19, 2017",AT10341530,Docattach
"Wednesday, July 19, 2017",AT10357970,Docattach
"Wednesday, July 19, 2017",AT10364810,Docattach
"Wednesday, July 19, 2017",AT10364880,Docattach
"Wednesday, July 19, 2017",AT10365760,Docattach
"Wednesday, July 19, 2017",AT10350520,Docattach
"Wednesday, July 19, 2017",AT10348400,Docattach
"Wednesday, July 19, 2017",AT10349920,Docattach
"Wednesday, July 19, 2017",AT10353000,Docattach
"Wednesday, July 19, 2017",AT10357920,Docattach
"Wednesday, July 19, 2017",AT10325640,Docattach
"Wednesday, July 19, 2017",AT10346970,Docattach
"Wednesday, July 19, 2017",AT10345250,Docattach
"Wednesday, July 19, 2017",AT10336530,Docattach
"Wednesday, July 19, 2017",AT10357570,Docattach
"Thursday, July 20, 2017",AT10357570,Docattach
"Friday, July 21, 2017",AT10354000,Docattach
"Friday, July 21, 2017",AT10351590,Docattach
"Friday, July 21, 2017",AT10352580,Docattach
"Friday, July 21, 2017",AT10364990,Docattach
"Friday, July 21, 2017",AT10364960,Docattach
"Friday, July 21, 2017",AT10347420,Docattach
"Friday, July 21, 2017",AT10365270,Docattach
"Friday, July 21, 2017",AT10345530,Docattach
"Friday, July 21, 2017",AT10344590,Docattach
"Friday, July 21, 2017",AT10343990,Docattach
"Friday, July 21, 2017",AT10350590,Docattach
"Friday, July 21, 2017",AT10344140,Docattach
"Friday, July 21, 2017",AT10349100,Docattach
"Friday, July 21, 2017",AT10365600,Docattach
"Friday, July 21, 2017",AT10350590,Docattach
"Monday, July 24, 2017",AT10354000,Docattach
"Wednesday, July 26, 2017",AT10347180,Docattach
"Wednesday, July 26, 2017",AT10340340,Docattach
"Wednesday, July 26, 2017",AT10344290,Docattach
"Wednesday, July 26, 2017",AT10355720,Docattach
"Wednesday, July 26, 2017",AT10344610,Docattach
"Wednesday, July 26, 2017",AT10318710,Docattach
"Wednesday, July 26, 2017",AT10321370,Docattach
"Saturday, July 29, 2017",AT10333850,Docattach
"Saturday, July 29, 2017",AT10328140,Docattach
"Saturday, July 29, 2017",AT10328130,Docattach
"Saturday, July 29, 2017",AT10359640,Docattach
"Saturday, July 29, 2017",AT10362130,Docattach
"Saturday, July 29, 2017",AT10335820,Docattach
"Friday, August 25, 2017",AT10118230,Docattach
"Friday, August 25, 2017",AT10355910,Docattach
"Friday, August 25, 2017",AT10355040,Docattach
"Friday, August 25, 2017",AT10362010,Docattach
"Friday, August 25, 2017",AT10363610,Docattach
"Friday, August 25, 2017",AT10360160,Docattach
"Friday, August 25, 2017",AT10350150,Docattach
"Monday, August 28, 2017",AT10319210,Docattach
"Wednesday, August 30, 2017",AT10365750,Docattach
"Friday, September 8, 2017",AT10353700,Docattach
"Friday, September 8, 2017",AT10374660,Docattach
"Friday, September 8, 2017",AT10368200,Docattach
"Monday, September 25, 2017",AT10356300,Docattach
"Monday, September 25, 2017",AT10360520,Docattach
"Tuesday, September 26, 2017",AT10342810,Docattach
"Tuesday, September 26, 2017",LTC5219020,Docattach
"Tuesday, September 26, 2017",LTC5223010,Docattach
"Tuesday, September 26, 2017",LTC5227620,Docattach
"Tuesday, September 26, 2017",AT10361280,Docattach
"Tuesday, September 26, 2017",LTC5230550,Docattach
"Tuesday, September 26, 2017",LTC5231680,Docattach
"Tuesday, September 26, 2017",LTC5232660,Docattach
"Tuesday, September 26, 2017",AT10332410,Docattach
"Wednesday, September 27, 2017",AT10374060,Docattach
